41,"[0.9683, 0.9685, 0.9685, 0.9687, 0.9687, 0.9696, 0.97, 0.97, 0.9705, 0.9705, 0.9705, 0.9705, 0.9705, 0.971, 0.9711, 0.9714, 0.9714, 0.9714, 0.9715, 0.9715, 0.9716, 0.9997, 0.9998, 0.9998, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",-1,0.9997,first child
41,"[0.9704, 0.9713, 0.9998, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 1.0, 1.0, 1.0]",0.9997,0.9998,"gap not found, take first to the right"
41,"[0.9809, 1.0]",0.9997,1.0,"gap not found, take first to the right"
41,[1.0],-1,1.0,single comp
44,"[0.9801, 0.9801, 0.9801, 0.9801, 0.9801, 0.9801, 0.9801, 0.9801, 0.9802, 0.9802, 0.9802, 0.9802, 0.9802, 0.9802, 0.9802, 0.9802, 0.9802, 0.9802, 0.9802, 0.9802, 0.9802, 0.9802, 0.9802, 0.9803, 0.9803, 0.9803, 0.9804, 0.9865, 0.9873, 0.9873, 0.9874, 0.9874, 0.9892, 0.9897, 0.9897, 0.9902, 0.9902, 0.9902, 0.9902, 0.9903, 0.9905, 0.9907, 0.9907, 0.9908, 0.9908, 0.9909]",-1,0.9865,first child
44,"[0.9746, 0.9746, 0.9746, 0.9746, 0.9746, 0.9746, 0.9746, 0.9746, 0.9747, 0.9823, 0.9852, 0.9854, 0.9857, 0.9857, 0.9858, 0.9859, 0.9926, 0.9926, 0.9927, 0.9927, 0.9942, 0.9947, 0.9948, 0.9953, 0.9953, 0.9953, 0.9954]",0.9865,0.9823,gap found before anti_granular_guard
44,"[0.9973, 0.9981, 0.9981, 0.9981, 0.9999, 1.0, 1.0, 1.0, 1.0]",0.9823,0.9973,1 anti_granular_guard < all compatibilities
48,"[0.9683, 0.971, 0.9711, 0.9714, 0.9714, 0.9715, 0.9715, 0.9716, 0.9997, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",-1,0.9997,first child
48,"[0.968, 0.971, 0.9993, 0.9999, 0.9999, 1.0, 1.0, 1.0]",0.9997,0.9993,gap found before anti_granular_guard
48,"[0.9784, 1.0]",0.9993,1.0,"gap not found, take first to the right"
48,[1.0],-1,1.0,single comp
51,"[0.971, 0.9711, 0.9714, 0.9715, 0.9715, 0.9716, 0.9997, 0.9999, 0.9999, 0.9999, 0.9999, 0.9999, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",-1,0.9997,first child
51,"[0.9987, 0.9994, 0.9999, 1.0, 1.0, 1.0]",0.9997,0.9994,gap found before anti_granular_guard
51,[1.0],-1,1.0,single comp
55,"[0.9713, 0.9714, 0.9714, 0.9714, 0.9715, 0.9715, 0.9715, 0.9717, 0.9995, 0.9995, 0.9998, 0.9998, 0.9999, 0.9999]",-1,0.9995,first child
55,"[0.9715, 0.9717, 0.9995, 0.9995, 0.9998, 0.9998, 0.9999, 0.9999]",0.9995,0.9995,gap found before anti_granular_guard
55,"[0.9986, 1.0]",0.9995,1.0,"gap not found, take first to the right"
55,[1.0],-1,1.0,single comp
58,"[0.9995, 0.9996, 0.9998, 0.9999, 0.9999, 1.0]",-1,0.9998,first child
58,"[0.9967, 1.0]",0.9998,1.0,"gap not found, take first to the right"
58,[1.0],-1,1.0,single comp
